Input: 3,4092; 5,4049; -2,5228; -0,8996;  Output: 8,8184; Desired output: 0;  Error: 8,8184;
Input: -2,9786; 2,3445; 0,5267; -0,4017;  Output: 8,4208; Desired output: 1;  Error: 7,4208;
Input: -1,5851; -2,1562; 1,7082; 0,9017;  Output: 3,8092; Desired output: 1;  Error: 2,8092;
Input: -0,2189; -2,2038; -0,0954; 0,5642;  Output: -3,6102; Desired output: 1;  Error: -4,6102;
Input: 1,3183; 1,9017; -3,3111; 0,0651;  Output: 9,4487; Desired output: 1;  Error: 8,4487;
Input: 1,4896; 3,4288; -4,0309; -1,4259;  Output: 9,4487; Desired output: 1;  Error: 8,4487;
Input: 0,1159; 3,2219; -3,4302; -2,8457;  Output: 8,1021; Desired output: 1;  Error: 7,1021;
Input: -3,3924; 3,3564; -0,72; -3,5233;  Output: 10,2219; Desired output: 1;  Error: 9,2219;
Input: -6,1632; 8,7096; -0,2162; -3,6345;  Output: 5,3796; Desired output: 1;  Error: 4,3796;
Input: -4,0786; 2,9239; 0,8703; -0,6539;  Output: 10,584; Desired output: 1;  Error: 9,584;
Input: -2,5899; -0,3911; 0,9345; 0,4297;  Output: 0,3834; Desired output: 1;  Error: -0,6166;
Input: -1,0116; -0,1904; -0,906; 0,003;  Output: 8,5664; Desired output: 1;  Error: 7,5664;
Input: 0,0661; 2,4914; -2,9401; -0,6216;  Output: 9,4487; Desired output: 1;  Error: 8,4487;
Input: -0,2475; 1,9368; -2,4697; -0,8052;  Output: 9,9307; Desired output: 1;  Error: 8,9307;
Input: -1,5732; 1,0636; -0,7123; -0,8388;  Output: 12,385; Desired output: 1;  Error: 11,385;
Input: -2,1668; 1,5933; 0,0451; -1,678;  Output: -3,7042; Desired output: 1;  Error: -4,7042;
Input: -1,1667; -1,4237; 2,9241; 0,6612;  Output: 1,6067; Desired output: 1;  Error: 0,6067;
Input: -2,8391; -6,63; 10,4849; -0,4211;  Output: 1,6067; Desired output: 1;  Error: 0,6067;
Input: -4,5046; -5,8126; 10,8867; -0,5285;  Output: 1,6067; Desired output: 1;  Error: 0,6067;
Input: -2,41; 3,7433; -0,4022; -1,2953;  Output: 11,0993; Desired output: 1;  Error: 10,0993;
Input: 0,4061; 1,3492; -1,4501; -0,5595;  Output: 9,9307; Desired output: 1;  Error: 8,9307;
Input: -1,3887; -4,8773; 6,4774; 0,3418;  Output: 1,6067; Desired output: 1;  Error: 0,6067;
Input: -3,7503; -13,4586; 17,5932; -2,7771;  Output: 1,6067; Desired output: 1;  Error: 0,6067;
Input: -3,5637; -8,3827; 12,393; -1,2823;  Output: 1,6067; Desired output: 1;  Error: 0,6067;
Input: -2,5419; -0,658; 2,6842; 1,1952;  Output: 2,8856; Desired output: 1;  Error: 1,8856;
